tipo,unidad,clase,descripcion,modelo,proveedor1,moneda1,fecha1,proveedor2,precio2,fecha2,proveedor3,precio3,fecha3,precio1,marca,moneda2,moneda3
CABLES DE CONTROL,mts,material,"Cable; UNITRONIC� LiYCY; 18x0,75mm2; PVC; gris; 500V; 100m;LIYCY-18X0.75",34718,RISOUL,USD,23/07/2024,,0,,,0,,7,LAPP,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo De 4 Entradas Analogicas De Alta Densidad Point IO,1734-IE4C,RISOUL,USD,06/02/2026,,0,,,0,,505,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Reducci�n bushing de aluminio de 2-1/2"" a 1-1/2""",RE75,ACOMEE,MXN,24/07/2024,,0,,,0,,220,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Servomotor con Cu�ero de 2 KW. 200V SRVMTR 2KW, KEYWAY (NO KEY)",HG-JR203K,ULTATEK,USD,09/07/2024,,0,,,0,,1.764,MITSUBISHI,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Clavija para 110 Volts de 10 amps uso industrial,515pr,HOME DEPOT,MXN,30/04/2025,,0,,,0,,85,Leviton,,
CABLES DE CONTROL,mts,material,"Cable; UNITRONIC� LiYCY (TP); 8x2x0,75mm2; PVC; gris; 500V, LIYCY-TP-8X2X0.75",35824,RISOUL,USD,24/07/2024,,0,,,0,,7,LAPP,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Transformador de Control 440-120VAC, 1.5KVA",9070T1500D1,BRICOS (MAYOREO ELECTRICO),MXN,14/10/2024,ACOMEE,0,06/02/2025,,0,,8.778,SquareD,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Desconectador en Gab.Plastico. 32A, max 500 V Manija Negra/roja en Gabinete termoplastico IP65 Dimensiones: 130 x 150 x 60mm",OTP32B3M,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,,,0,,,0,,0,ABB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Jgo,equipos y componentes,Juego De Cubrebornes Aislantes Altos Para ITM T6 3P,1SDA014040R1,ACOMEE,MXN,04/02/2025,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),0,06/02/2025,,0,,950,ABB,MXN,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Canaleta ranurada 80x80 mm, LS-05189 (M051890000)",1SET411023R0000,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,29/01/2026,,0,,,0,,340,ABB,,
CONDULETS Y ACCESORIOS,Pza,material,Fitting De Compresion Doble Ferula De 5/8'' (Tuerca o Conector Union),"TG-TueUnSS/5/8""",CMINOX,MXN,05/05/2025,,0,,,0,,1.16,Sin Especificar,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Terminal Tipo Block Removible De 18 Pines,5069-RTB18-SCREW,RISOUL,USD,09/03/2026,,0,,,0,,67,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Riel din perforado de 1 mt de longitud,199-DR1,RISOUL,USD,06/02/2026,,0,,,0,,5,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Cople para tuber�a conduit, pared gruesa de 2"", KO",5000048,BRICOS (MAYOREO ELECTRICO),MXN,16/01/2026,,0,,,0,,53,KOBREX,,
ACCESORIOS Y CONSUMIBLES,Pza,herramienta especial,"Carrete Retractil Con Cable Tipo Uso Rudo Calibre 4x14, 10 mts",RTFD4L-WW-B14G,Grainger,MXN,29/01/2025,,0,,,0,,27,KH INDUSTRIES,,
CONDULETS Y ACCESORIOS,Pza,material,"Codo Conduit de 4"" x 90� Pared Gruesa",5000042,BRICOS (MAYOREO ELECTRICO),MXN,11/10/2024,,0,,,0,,1.644,KOBREX,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Contactor De Potencia AC-3e/AC-3 25A 11 kW/400 V Tripolar 110 VAC 50 Hz/120 V 60 Hz con elemento RC insertado contactos auxiliares: 1 NA + 1NC,3RT2026-2EK60,AUTYCOM,MXN,21/10/2025,,0,,,0,,1.85,SIEMENS,,
CHAROLAS Y ACCESORIOS,Pza,material,"Curva Horizontal 90� de 9""",VHZ-09R08901A,Soportes Electricos,MXN,15/08/2025,,0,,,0,,230,Soportes El�ctricos,,
ACCESORIOS GRUAS AEREAS,Pza,material,Soporte Universal,SUG-600,Gruas RESEMSA,USD,15/07/2025,,0,,,0,,10,Urbelaser,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Switch ethernet no administrable 5 puertos,2682130000,ACOMEE,MXN,06/02/2025,,0,,,0,,3.3,WEIDM�LLER,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,"Kit de terminales FC CuAl para interruptor termomagn�tico XT5, 1 X 185 - 300 mm2. 3 pzas. (Marca ABB)",1SDA104744R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,08/01/2025,,0,,,0,,724,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Panel De Distribuci�n I-Line Interior, 400A, Trif�sico, 63in CB space, for 32in W x 73in H x 9.5in D box, Al bus",HCJ32734,,,,,0,,,0,,0,SquareD,,
CHAROLAS Y ACCESORIOS,Pza,material,"Curva Vertical Interior De 4"" A 90�",VIZ-04R08901A,Soportes Electricos,MXN,28/01/2025,,0,,,0,,200,Soportes El�ctricos,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor termomagnetico XT1C, 3PH, TMD, 125A",1SDA067398R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,29/01/2026,ACOMEE,0,15/10/2025,,0,,2.5,ABB,MXN,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Caja,material,"Brocapija Cabeza Hexagonal Con Roldana de 1/4"" x 1"" Con Neopreno",PAS14100,BRICOS (MAYOREO ELECTRICO),MXN,24/01/2025,SYSCOM,0,22/12/2025,,0,,231,ANCLO,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Clema de Paso WPE4 Azul,1020180000,BRICOS (MAYOREO ELECTRICO),MXN,30/07/2024,,0,,,0,,16,WEIDM�LLER,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LL serie 3 con tapa de 2""",CH-LL-S3-2,BRICOS (MAYOREO ELECTRICO),MXN,19/06/2024,,0,,,0,,297,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Bateria para Servoamplificador. BATTERY AND HOLDER MR-J4-A and MR-J4-B,MR-BAT6V1SET,ULTATEK,USD,09/07/2024,,0,,,0,,27,MITSUBISHI,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Fuente De Poder 240W, 24-28 VCD, 10amp, Momptaje En Riel Din",1606-XLE240E,RISOUL,USD,24/03/2026,,0,,,0,,432,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion Conduit Tipo Campana Con Recubrimiento de PVC De 1-1/4"" a 1"".",REC-43 DBR,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,902,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador PowerFlex 525, 480VCA, 3 Fases, 1.4A, 0.5HP, IP20 Tipo Abierto, Con Filtro EMC 3PH Inverter Drive",25B-D1P4N114,RISOUL,USD,06/03/2026,,0,,,0,,780,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE COMUNICACI�N,Carrete,material,"Bobina de Cable UTP 305 m de cobre, TX6000 PanNet, Reelex, Gris Internacional, Categoria 6 Mejorado (23 awg), PVC (CM), de 4 pares",PUC6004IG-FE,SYSCOM,MXN,29/01/2026,,0,,,0,,5.39,Panduit,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Caja Condulet FS de 1"", P/ Uso intemperie",RR-2631,SYSCOM,MXN,27/02/2026,,0,,,0,,160,Rawelt,,
CONDULETS Y ACCESORIOS,mts,material,"Tubo flexible LICUATITE de 1-1/2""",2ELTV03801/ 99112,BRICOS (MAYOREO ELECTRICO),MXN,13/02/2026,,0,,,0,,77,Tmf,,
CONDULETS Y ACCESORIOS,Pza,material,"Tuerca Union Conduit Hembra 2"" De Fierro P/Areas Peligrosas, UNF605",TG713079,COEL (Material y equipo electrico),MXN,20/03/2026,,0,,,0,,1.95,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
FIBRA OPTICA Y ACCESORIOS,Pza,material,"Holder Para Conector Mecanico LC cables 900um, 2mm, 3mm, 2x3mm",OPCOMELCUMULUNAZHO,Fibremex,USD,20/02/2025,,0,,,0,,1,Optronics,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Block De Distribucion 950A 3 Polos,0LD57053Z,MOUSER ELECTRONICS,USD,14/10/2025,,0,,,0,,900,LITTLEFUSE,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Controlador Micro850 EtherNet/IP, 28 entradas de 24 V CC/V CA, 20 salidas de rel�, 24 alimentaci�n de entrada de CC",2080-L50E-48QWB,Allen Bradley,USD,05/11/2024,,0,,,0,,849,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,Cable para termopar tipo K Cal. 14 con forro exterior de fibra de vidrio,F-14-KX-GR,ELECTRONICA INDUSTRIAL MOCLOVA,MXN,10/10/2025,,0,,,0,,225,EIM,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Pantalla Soporte Para Perfil Cubierta SV9340200,9340220,BRICOS (MAYOREO ELECTRICO),MXN,13/10/2025,,0,,,0,,165,Rittal,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Contactor Trif�sico tipo IEC con bobina de 120 V,100-C09D10,RISOUL,MXN,05/03/2026,,0,,,0,,1.278,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Memory Card, 256MB SIMATIC S7-1X00",6ES7954-8LL04-0AA0,ACOMEE,MXN,12/03/2025,,0,,,0,,10.11,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Terminal Ojillo Aislada Cal. 14 - 16 AWG Torn 1-4"", TP1414",TP1414,ACOMEE,MXN,06/05/2025,,0,,,0,,13,Burndy,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,Interruptor JD/LD KIT de Tornillos de montaje (4 Unidades) MSJ6,MSJ6,wesco,MXN,11/08/2025,,0,,,0,,132,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Myers De Aluminio Con Recubrimiento de PVC de 2"", STA-6 DBR.",3340794,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,1.776,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactos Auxiliares Para Guardamotor Montaje Frontal, 1NO+1NC, HKF1-11",1SAM201901R1001,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/03/2025,,0,,,0,,1.14,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador de Frecuencia, 10 hp, 230 V, trif�sico, alta eficiencia y rendimiento, PLC incorporado",VFD075C23A,IAS AUTOMATION,USD,10/11/2025,,0,,,0,,760,Delta,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion bushing de aluminio de 1-1/4"" a 1""",RE43,BRICOS (MAYOREO ELECTRICO),MXN,01/08/2025,,0,,,0,,73,Crouse Hinds,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet T serie 7 con tapa de 2""",CH-T-S7-2,BRICOS (MAYOREO ELECTRICO),MXN,08/02/2024,,0,,,0,,1.282,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Puerta para gabinete met�lico de 2000x1000 mm. (Marca:HOF),P2D2010,,,,,0,,,0,,0,Hoffman,,
HERRAJES DE FIJACI�N,Pza,material,"Abrazadera unicanal para tubo conduit Pared Gruesa 2""",CHB2013PA,BRICOS (MAYOREO ELECTRICO),MXN,20/03/2026,,0,,,0,,23,Crouse Hinds,,
ACCESORIOS GRUAS AEREAS,Pza,material,Carro Colector 4X35A,RG 14,Gruas RESEMSA,USD,15/07/2025,,0,,,0,,85,Urbelaser,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Torre se�alizaci�n mod de luz led amarillo constante 24 V AC/DC y LED integrado,KL70-305Y,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/11/2023,ACOMEE,0,10/09/2025,,0,,2.655,ABB,MXN,
TUBERIA CONDUIT,Pza,material,"Codo Conduit de 3/4"" x 90� Pared Gruesa, OM",MET-3512,IMPULSORA,MXN,18/02/2026,,0,,,0,,46,OMEGA,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Porta fusible para clema tipo WTR 2.5/SI 140-250V AC/DC, conexi�n brida-tornillo",1763980000,,,,,0,,,0,,0,WEIDM�LLER,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,Cable multiconductor 2x2x20 blindado,PENDIENTE 211,,,,,0,,,0,,0,Sin especificar,,
ACCESORIOS ACERO INOXIDABLE,Pza,material,Niple Acero Inoxidable Ced.40 de 1? X 4?,"TG-NipleSS/1""X4""",CMINOX,MXN,05/05/2025,,0,,,0,,200,Sin Especificar,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Bloque de Contacto Normalmente Cerrado (1NC), color gris, MCB-01",1SFA611610R1010,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/01/2026,ACOMEE,0,03/11/2025,,0,,88,ABB,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Modulo SIMATIC S7-1200 de 4 Salidas Analogicas, +/-10V, Resoluci�n de 14 bits, 4-20 mA",6ES7232-4HD32-0XB0,AUTYCOM,MXN,07/08/2024,,0,,,0,,8.1,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Pza,material,"Codo conduit de 2-1/2"" x 90� pared gruesa",5000040,BRICOS (MAYOREO ELECTRICO),MXN,19/09/2024,,0,,,0,,693,Kobrex,,
,,,,,,,,,0,,,0,,0,,,
VALVULAS E INSTRUMENTOS,Pza,instrumento,"Valvula Hidraulica Proporcional Con Tarjeta Electronica Integrada Rango De Presion 0 A 1,450 PSI, 4�20 mA",ValvPropRxTH1,hydraRex,,,,0,,,0,,0,REXROTH,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactor trifasico, bobina 24VDC,440VCA,50HP,105A",1SBL1387001R1100,,,,,0,,,0,,0,ABB,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Sellador De Roscas Para Alta Temperatura LOCTITE 567,LOCTITE567,Ferremayoreo Elizondo,MXN,07/05/2025,,0,,,0,,550,LOCTITE,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete met�lico de 2000X1000X600 mm incluye platina y pasacables, IP65, IS2 ABB",IS2-2000-100-60K,,,,,0,,,0,,0,ABB,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion bushing de aluminio de 1"" a 3/4""",RE32,BRICOS (MAYOREO ELECTRICO),MXN,20/03/2026,,0,,,0,,47,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Bandeja De Base Para Sistemas De Barras RiLine PLS1600 1100MML,9342130,BRICOS (MAYOREO ELECTRICO),MXN,13/10/2025,,0,,,0,,1.595,Rittal,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Molde Exotermico Conexion Tipo GY Cable Cal. 250 - Varilla 5/8,GYE312V,ELECTRICA RIMAR,USD,13/03/2025,,0,,,0,,440,CADWELD,,
CHAROLAS Y ACCESORIOS,Pza,material,"Curva Vertical Interior De 6"" A 90�",VIZ-06R08901A,Soportes Electricos,MXN,24/01/2025,,0,,,0,,205,Soportes El�ctricos,,
TUBERIA CONDUIT,Pza,material,"Codo Conduit De Aluminio Con Recubrimiento De PVC De 1"", CH.",3341592,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,0,Crouse Hinds,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit De Aluminio Con Recubrimiento De PVC Con Cople De 1-1/4""",RW-TC-ALUM/PVC-CC-11/4,MAESA (MAYORISTAS ELECTRICOS DE MONTERREY),MXN,28/08/2023,,0,,,0,,2.324,Rawelt,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet T Serie 7 De Aluminio Con Recubrimiento de PVC de 1-1/2"", T-57 DBR.",3306085,BRICOS (MAYOREO ELECTRICO),MXN,29/07/2025,ACOMEE,0,29/07/2025,,0,,0,Crouse Hinds,MXN,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,Molde Exotermico Conexion En X Horizontal A Tope Tipo XA (Cable Cal. 4/0-Cable Cal. 4/0),XAC2Q2Q,ELECTRICA RIMAR,USD,13/03/2025,,0,,,0,,160,Burndy,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete Metalico De 300x250x150 mm, serie CRN, Sin Platina",NSYCRN325150,BRICOS (MAYOREO ELECTRICO),MXN,16/01/2026,,0,,,0,,1.299,Schneider,,
CABLES DE CONTROL,mts,material,Cable armado o VFD AWG 3/0,9600310033,TRC,USD,29/08/2023,,0,,,0,,92,VFD/ARMADO,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete met�lico 2000x1000x800 mm, con platina y pasa cable. (Marca: HOF)",P2F20108,,,,,0,,,0,,0,Hoffman,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Switch Industrial Ethernet 8 Puertos Stratix 2000, No Administrable",1783 - US8T,RISOUL,USD,03/12/2024,,0,,,0,,167,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Lampara de se�alizaci�n, 22 mm, Redonde de metal brillante, rojo, Lente, Liso con soporte, Modulo de Led con Led Intgr.110 V AC, Borne de tornillo",3SU1153-6AA20-1AA0,wesco,MXN,11/08/2025,,0,,,0,,658,SIEMENS,,
CONDULETS Y ACCESORIOS,Pza,material,"Abrazadera Tipo U de 3"" Roscada",9830400,Indelek,MXN,27/02/2025,,0,,,0,,25,Argos,,
CONDULETS Y ACCESORIOS,Pza,material,"Abrazadera Tipo U de 1"" Roscada",9830150,Indelek,MXN,18/09/2024,,0,,,0,,4,Argos,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Analizado De Energia Multicuincional Compacto UMG 96-EL,UMG 96RM-E,Konverter,USD,15/10/2025,,0,,,0,,398,Janitza,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Caja Metalica de 56"" Para Tablero NQ/NF",MH56,BRICOS (MAYOREO ELECTRICO),MXN,25/09/2024,ACOMEE,0,25/09/2024,abasteo,0,25/09/2024,1.804,SquareD,MXN,MXN
SISTEMA NEUMATICO,Pza,material,Racor Rapido Roscado QSM,QSM-M5-6-I,RISOUL,MXN,26/11/2024,,0,,,0,,86,FESTO,,
CONDULETS Y ACCESORIOS,Pza,material,"Codo Conduit de 4"" x 90� Pared Gruesa, OM",MET-3519,IMPULSORA,MXN,06/02/2025,,0,,,0,,1.305,OMEGA,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor De Presion De Vapor Digital, -0.2 - 8.0 bar, 1/4""NPT, KPI-35",060-121766,ACOMEE,MXN,16/12/2024,,0,,,0,,5.5,Danfoss,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Rejilla T4 Para Gabinete 224x224mm.,7F.02.0.000.4000,BRICOS (MAYOREO ELECTRICO),MXN,12/12/2024,Electronica Universal De Monterrey,0,15/07/2025,,0,,462,Finder,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Base de Solera Proline G2 HXWXD: 100X800X500MM, Negra.",P2BP185,RISOUL,USD,05/02/2025,,0,,,0,,165,Hoffman,,
,,,,,,,,,0,,,0,,0,,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,Registro Tipo Cubeta Para Rehilete De Cobre P/Tierra Fisica,RAAL CUB,ELECTRICA RIMAR,MXN,14/03/2025,,0,,,0,,400,Sin Especificar,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Mini interruptor termomagn�tico de 1Polo y 5A,1492-SPM1C050,RISOUL,USD,09/12/2025,,0,,,0,,35,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador VFD FC 102 VLT HVAC, 18.5 KW, 25 HP, 380-480VAC, IP21, Sin Chopper De Frenado.",131B5838,DTD,USD,05/08/2025,,0,,,0,,3.435,Danfoss,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Computadora ProDesk 400 G6 DM Intel Core i7-10700T, 8GB, 512GB SSD, Windows 10 Pro",PCCOMHP476T2LT,PCEL,MXN,05/01/2026,,0,,,0,,24.9,HP,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Pza,material,"Cople Para Tuberia Conduit Pared Gruesa de 2"" OM",MET-2516,IMPULSORA,MXN,06/02/2025,,0,,,0,,55,OMEGA,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete termopl�stico Tama�o 6 con puerta de 1005X840X360mm, IP66, -25�C --> +100�C",1SL0206A00,,,,,0,,,0,,0,ABB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactos auxiliares para contactor montaje lateral, 1NO+1NC",1SBN010120R1011,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Kit Para Relevador (Base, Clip De Retencion).",94.04 SPA,BRICOS (MAYOREO ELECTRICO),MXN,12/11/2024,,0,,,0,,74,Finder,,
HERRAJES DE FIJACI�N,Pza,material,"Grapa de sujeci�n para Rejilla Irvin Galvanizada, Calibre 12",53035,PANAMERICANA MONTERREY,MXN,14/08/2025,,0,,,0,,25,Soportes El�ctricos,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Termopar Tipo K, Tornillo De 1/4 x 1/2, Con exyencion De 3mts, Forro De Malla",TKT14X12E300FM,TempZone,MXN,17/12/2024,,0,,,0,,800,TempZone,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Frente De Centro De Carga QO 24 polos Sobreponer, Tipo 1 Con Puerta",QOC24US,ACOMEE,MXN,27/01/2025,,0,,,0,,1.05,SquareD,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactor trifasico, bobina 24VDC,440VCA,10HP,30A",1SBL176001R2110,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Procesador CompactLogix 5370 L3, 1MB de Memoria y Puerto Ethernet",1769-L30ER,RISOUL,USD,06/03/2026,,0,,,0,,2.645,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Bases Para Relevador De Las Series 40, 41 y 43.",95.95.3,Electronica Universal De Monterrey,MXN,20/10/2025,,0,,,0,,145,Finder,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Caja Metalica de 26"" Para Tablero NQ/NF",MH26,BRICOS (MAYOREO ELECTRICO),MXN,25/09/2024,ACOMEE,0,25/09/2024,ALCIONE,0,25/09/2024,1.188,SquareD,MXN,MXN
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Módulos De Entrada Analógica De 16 Puntos O Source Micrologix,1769-IF16C,RISOUL,USD,22/01/2026,,0,,,0,,1.45,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Pza,material,"Cople Para Tuberia Conduit Pared Gruesa de 2-1/2"" OM",MET-2517,IMPULSORA,MXN,06/02/2025,,0,,,0,,140,OMEGA,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Contactor 38amps B-24VDC S0 C-1NA-1NC,3RT20281BB40,wesco,USD,04/06/2025,,0,,,0,,202,SIEMENS,,
PERFILES DE FIERRO,Pza,material,"PTR Cuadrado de 2""X2""X 6mts de largo, Cal.18",C200C18,Todo Fierro,MXN,10/04/2025,,0,,,0,,360,Sin Especificar,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet C serie 7 con tapa de 3/4""",C27CG/ 640601,BRICOS (MAYOREO ELECTRICO),MXN,08/05/2025,IMPULSORA,0,07/08/2025,,0,,412,Crouse Hinds,MXN,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit Pared Gruesa de Acero Galvanizado con Cople de 4"", OM",MET-1519,IMPULSORA,MXN,09/09/2025,,0,,,0,,2.205,OMEGA,,
,,,,,,,,,0,,,0,,0,,,
VALVULAS E INSTRUMENTOS,Pza,instrumento,"Actuador El�ctrico Para V�lvula Tipo On-Off, 50nm con tornillo para apertura manual 24v",OMAM0002,Cematic,MXN,04/09/2025,,0,,,0,,20.25,Cematic,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador de CA refrigerado por aire PowerFlex 753, Trif�sico, 125 A, 100 HP ND, 75 HP HD, tipo abierto, 480 VCA, IP20, Sin HIM, Con Filtro CE, Con Transistor De Freno",20F1AND125JA0NNNNN,RISOUL,USD,29/01/2025,,0,,,0,,12.18,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Zocalo Frontal/ Trasero De 1200X100MM P/ Series VX, VX IT",8660007,BRICOS (MAYOREO ELECTRICO),MXN,13/10/2025,,0,,,0,,1.859,Rittal,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cable De Conversi�n Para El Sistema De Conversi�n De Cableado De Campo 1746-OW16 A 5069-OW16,1492-CM1746-M04,RISOUL,USD,09/02/2026,,0,,,0,,190,Allen Bradley,,
ACCESORIOS Y CONSUMIBLES,Bolsa,material,"Cincho de Nylon de 12"" (300mm largo x 3.6mm ancho) Color Natural (Bolsa C/100 pza)",S12-40-C,SYSCOM,MXN,30/12/2025,,0,,,0,,120,Panduit,,
SISTEMA NEUMATICO,Pza,material,Silenciador,UC-M5,RISOUL,MXN,26/11/2024,,0,,,0,,200,FESTO,,
